CO_REGSAUD;DS_NOME;Ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
23006;6ª Região Itapipoca;2000;28273;29390;30357;26443;19667;15265;13760;12465;9498;8322;7389;6351;6025;4805;4073;2860;2988;14426;14942;15440;13977;10417;7812;6927;6358;4788;4124;3718;3147;2943;2319;2031;1468;1508;13847;14448;14917;12466;9250;7453;6833;6107;4710;4198;3671;3204;3082;2486;2042;1392;1480
23007;7ª Região Aracati;2000;9570;10555;11279;10884;8882;7428;7022;6194;4756;4000;3980;3106;2225;1911;1632;1137;1323;4966;5391;5692;5555;4520;3809;3498;3014;2304;1881;1856;1493;1041;876;712;523;560;4604;5164;5587;5329;4362;3619;3524;3180;2452;2119;2124;1613;1184;1035;920;614;763
23008;8ª Região Quixadá;2000;30744;32739;33103;28956;22267;19028;17796;17071;13560;11980;10589;9166;9068;5963;5857;4519;4550;15799;16692;16768;14752;11202;9416;8762;8368;6591;5734;5116;4427;4343;2894;2890;2308;2235;14945;16047;16335;14204;11065;9612;9034;8703;6969;6246;5473;4739;4725;3069;2967;2211;2315
23009;9ª Região Russas;2000;18054;19607;21204;20102;15604;13168;12083;11724;8668;7692;7024;5646;4428;3474;3670;2716;2781;9296;9980;10785;10457;7994;6679;5982;5786;4150;3619;3391;2616;2114;1654;1765;1346;1337;8758;9627;10419;9645;7610;6489;6101;5938;4518;4073;3633;3030;2314;1820;1905;1370;1444
23010;10ª Região Limoeiro do Norte;2000;20235;20827;23372;21937;17281;14919;14101;13757;10501;9236;8663;6607;5600;4001;4270;3151;3408;10289;10574;11862;11166;8705;7408;6852;6752;4968;4379;4146;3095;2657;1864;2015;1539;1643;9946;10253;11510;10771;8576;7511;7249;7005;5533;4857;4517;3512;2943;2137;2255;1612;1765
23011;11ª Região Sobral;2000;63905;64368;67648;59224;46028;37422;35188;31724;24650;21501;19945;16221;15252;11959;10473;7619;8320;32482;32865;34367;30217;22855;18284;17173;15641;11749;10244;9479;7404;6919;5412;5015;3661;3915;31423;31503;33281;29007;23173;19138;18015;16083;12901;11257;10466;8817;8333;6547;5458;3958;4405
23012;12ª Região Acaraú;2000;22459;23056;24194;20542;15534;12126;10784;9609;7038;6543;6100;5214;4481;3341;2764;2009;2102;11473;11817;12274;10571;8069;6139;5429;4852;3456;3248;3024;2560;2178;1652;1404;1075;1091;10986;11239;11920;9971;7465;5987;5355;4757;3582;3295;3076;2654;2303;1689;1360;934;1011
23013;13ª Região Tianguá;2000;31783;33265;33430;30092;21393;16542;15324;14446;12002;10172;8820;7555;6958;5665;4644;3188;3694;16027;16909;16813;15489;10848;8133;7552;7085;6061;5085;4290;3573;3216;2649;2199;1552;1698;15756;16356;16617;14603;10545;8409;7772;7361;5941;5087;4530;3982;3742;3016;2445;1636;1996
23014;14ª Região Tauá;2000;12046;12426;13201;11311;8757;6868;6868;6141;5141;4481;4228;3669;3450;2381;2098;1535;1639;6097;6327;6747;5766;4272;3270;3282;2979;2384;2077;2077;1749;1723;1172;1049;796;816;5949;6099;6454;5545;4485;3598;3586;3162;2757;2404;2151;1920;1727;1209;1049;739;823
23015;15ª Região Crateús;2000;30174;32333;34429;31002;23371;18014;17989;17046;14269;12275;11226;9443;9131;6798;6474;4475;5060;15374;16423;17363;16038;11409;8734;8766;8272;6736;5780;5262;4411;4218;3202;3098;2207;2431;14800;15910;17066;14964;11962;9280;9223;8774;7533;6495;5964;5032;4913;3596;3376;2268;2629
23016;16ª Região Camocim;2000;18070;17457;17673;15587;12536;9729;8613;7375;5746;5344;4905;4139;3391;2791;1906;1538;1818;9050;8851;9028;8005;6375;4895;4341;3623;2776;2684;2393;2005;1638;1366;921;770;847;9020;8606;8645;7582;6161;4834;4272;3752;2970;2660;2512;2134;1753;1425;985;768;971
23017;17ª Região Icó;2000;16217;17562;19843;18706;14045;11045;10151;9878;8512;7585;6593;5901;5752;3864;3649;2711;2493;8236;8949;10091;9488;7089;5456;4865;4755;3954;3507;3102;2742;2656;1833;1774;1344;1270;7981;8613;9752;9218;6956;5589;5286;5123;4558;4078;3491;3159;3096;2031;1875;1367;1223
23018;18ª Região Iguatú;2000;27442;30090;34315;31056;23978;19214;18511;17517;14799;13101;12049;10353;9854;6519;5874;4658;4598;14002;15234;17304;15712;11838;9411;8958;8473;7065;6261;5723;5031;4647;3057;2847;2370;2257;13440;14856;17011;15344;12140;9803;9553;9044;7734;6840;6326;5322;5207;3462;3027;2288;2341
23019;19ª Região Brejo Santo;2000;20504;21580;24143;21600;17555;13428;12097;10881;8865;7725;7127;6393;6141;4199;3549;2691;2903;10448;10919;12241;10838;8727;6650;5765;5329;4111;3613;3345;2960;2814;1924;1651;1297;1352;10056;10661;11902;10762;8828;6778;6332;5552;4754;4112;3782;3433;3327;2275;1898;1394;1551
23020;20ª Região Crato;2000;33097;33750;36440;32562;26839;20658;19138;17464;14179;12403;11757;10313;9524;6747;5491;4197;4696;16889;17151;18382;16198;13063;9909;8995;8294;6445;5669;5463;4762;4434;3039;2528;1878;2120;16208;16599;18058;16364;13776;10749;10143;9170;7734;6734;6294;5551;5090;3708;2963;2319;2576
23021;21ª Região Juazeiro do Norte;2000;39620;38020;41554;39065;34014;25970;22967;19895;16621;14306;12945;10914;10041;7523;6147;4730;4860;20272;19248;20805;19314;16582;12391;10814;9160;7584;6410;5878;4833;4351;3167;2479;2027;1958;19348;18772;20749;19751;17432;13579;12153;10735;9037;7896;7067;6081;5690;4356;3668;2703;2902
23022;22ª Região Cascavel;2000;25901;26616;26530;25684;22552;18637;16627;14228;10849;9368;8075;6841;5981;4713;4177;2851;2944;13028;13486;13349;13135;11667;9287;8291;7208;5248;4614;3991;3369;2846;2301;2064;1411;1477;12873;13130;13181;12549;10885;9350;8336;7020;5601;4754;4084;3472;3135;2412;2113;1440;1467
24001;1ª Região de Saúde - São José de Mipibu;2000;36658;37120;37897;35368;27846;23257;20754;18734;13708;11262;10784;9498;8619;6612;5392;4272;5155;18614;18820;19330;18084;14402;11879;10439;9514;6953;5577;5242;4296;4060;3048;2638;2179;2527;18044;18300;18567;17284;13444;11378;10315;9220;6755;5685;5542;5202;4559;3564;2754;2093;2628
24002;2ª Região de Saúde - Mossoró;2000;35206;37127;41723;41325;36038;31055;30494;28085;20932;15692;14378;10605;9526;6733;6375;4467;4835;18003;18864;20987;20730;17925;15269;14788;13602;9947;7323;6835;4979;4256;3075;3005;2093;2253;17203;18263;20736;20595;18113;15786;15706;14483;10985;8369;7543;5626;5270;3658;3370;2374;2582
24003;3ª Região de Saúde - João Câmara;2000;34080;33973;36039;33149;26605;21507;19594;17303;12822;10472;10609;8877;7426;5741;5084;3971;4528;17407;17310;18277;17264;13774;10975;9965;8612;6331;5151;5168;4226;3548;2728;2532;1995;2253;16673;16663;17762;15885;12831;10532;9629;8691;6491;5321;5441;4651;3878;3013;2552;1976;2275
24004;4ª Região de Saúde - Caicó;2000;25381;26246;31569;30641;25917;21410;20966;19873;15154;12577;11665;9267;8672;5965;6259;4812;5724;12895;13428;15999;15597;13122;10723;10276;9655;7252;5878;5483;4298;3912;2695;2893;2308;2649;12486;12818;15570;15044;12795;10687;10690;10218;7902;6699;6182;4969;4760;3270;3366;2504;3075
24005;5ª Região de Saúde - Santa Cruz;2000;18554;19477;21061;18881;14534;11561;11031;9810;7703;6499;6499;5428;5212;3951;3522;2862;3475;9432;9816;10706;9862;7612;5850;5519;4868;3788;3116;3098;2481;2360;1808;1735;1446;1682;9122;9661;10355;9019;6922;5711;5512;4942;3915;3383;3401;2947;2852;2143;1787;1416;1793
24006;6ª Região de Saúde - Pau dos Ferros;2000;21997;24225;27934;27057;19947;16645;16176;15228;12088;10783;9510;7875;7619;5053;5008;3736;4090;11153;12320;14217;13738;9930;8157;7911;7337;5652;4967;4509;3646;3605;2423;2455;1851;2036;10844;11905;13717;13319;10017;8488;8265;7891;6436;5816;5001;4229;4014;2630;2553;1885;2054
24007;7ª Região de Saúde - Metropolitana;2000;94012;94486;101816;107176;97690;83297;81098;75114;59515;46139;39356;27694;22405;16125;13767;10255;10952;47918;47834;50774;52109;46747;38929;38166;34925;27499;21039;17696;12271;9442;6663;5500;4315;4241;46094;46652;51042;55067;50943;44368;42932;40189;32016;25100;21660;15423;12963;9462;8267;5940;6711
24008;8ª Região de Saúde - Açu;2000;12755;12883;15420;14899;12048;9960;9967;9181;6532;4681;4938;3786;3250;2455;2374;1902;2413;6536;6534;7853;7602;6147;4942;4890;4643;3243;2239;2401;1744;1537;1134;1172;914;1153;6219;6349;7567;7297;5901;5018;5077;4538;3289;2442;2537;2042;1713;1321;1202;988;1260
25001;1ª Região Mata Atlântica;2000;96528;98293;104530;111527;103380;86635;81066;72702;57738;47349;39539;29868;25764;18504;15194;10872;11808;48963;49656;52464;54976;49911;40811;37936;34150;26905;21567;18049;13227;10930;7561;6129;4597;4542;47565;48637;52066;56551;53469;45824;43130;38552;30833;25782;21490;16641;14834;10943;9065;6275;7266
25002;2ª Região;2000;30299;32477;35229;33339;25651;19848;18296;15940;13061;11395;11155;10139;9920;7684;6604;5398;6223;15364;16391;17896;17286;12838;9754;8825;7780;6284;5273;5225;4474;4377;3521;3104;2573;2876;14935;16086;17333;16053;12813;10094;9471;8160;6777;6122;5930;5665;5543;4163;3500;2825;3347
25003;3ª Região;2000;18026;19437;21290;21031;15586;12057;11130;10006;8318;6915;7135;6138;5802;4576;4160;3297;4064;9125;9803;10716;10778;7786;5922;5370;4828;3948;3315;3294;2728;2606;2011;1859;1599;1855;8901;9634;10574;10253;7800;6135;5760;5178;4370;3600;3841;3410;3196;2565;2301;1698;2209
25004;4ª Região;2000;10333;10109;12186;10725;8435;6613;6432;5733;4670;3912;3937;3454;3230;2375;2250;1789;2226;5195;5212;6125;5557;4337;3277;3152;2812;2302;1787;1896;1607;1508;1150;1085;867;1052;5138;4897;6061;5168;4098;3336;3280;2921;2368;2125;2041;1847;1722;1225;1165;922;1174
25005;5ª Região;2000;9963;10622;12461;11651;8888;7317;7150;6784;5244;4749;4661;3892;3995;2958;2870;2186;2579;5049;5408;6373;6003;4520;3651;3608;3350;2548;2273;2205;1772;1783;1341;1362;1053;1232;4914;5214;6088;5648;4368;3666;3542;3434;2696;2476;2456;2120;2212;1617;1508;1133;1347
25006;6ª Região;2000;20384;20931;24419;24238;19675;15538;14055;12927;10372;9061;8217;6797;6194;4407;4258;3220;3727;10349;10611;12375;12282;9714;7496;6666;6121;4934;4163;3744;3080;2745;1955;1923;1507;1686;10035;10320;12044;11956;9961;8042;7389;6806;5438;4898;4473;3717;3449;2452;2335;1713;2041
25007;7ª Região;2000;14591;15949;18518;18258;13917;10234;9007;8365;7080;6374;5605;4990;4389;3035;2584;1950;2379;7351;8197;9304;9227;7024;4968;4338;4134;3235;2953;2588;2247;1963;1394;1229;964;1167;7240;7752;9214;9031;6893;5266;4669;4231;3845;3421;3017;2743;2426;1641;1355;986;1212
25008;8ª Região;2000;9817;10546;11687;11521;9690;7753;7178;7098;5283;4436;3964;3249;3028;1940;1986;1427;1814;5092;5411;6034;5908;4836;3807;3488;3483;2454;2074;1831;1461;1405;911;905;706;912;4725;5135;5653;5613;4854;3946;3690;3615;2829;2362;2133;1788;1623;1029;1081;721;902
25009;9ª Região;2000;14820;16080;18557;18051;13930;10736;9943;9248;7951;7538;6704;5901;5419;3720;3244;2532;2795;7518;8119;9340;9096;6848;5284;4743;4475;3686;3490;3133;2664;2483;1679;1601;1200;1353;7302;7961;9217;8955;7082;5452;5200;4773;4265;4048;3571;3237;2936;2041;1643;1332;1442
25010;10ª Região;2000;9025;9814;11673;12470;10358;8006;7127;6976;5695;4996;4714;3761;3651;2283;2183;1720;1876;4552;5018;5868;6329;5078;3898;3428;3394;2661;2279;2128;1713;1631;1057;1050;807;961;4473;4796;5805;6141;5280;4108;3699;3582;3034;2717;2586;2048;2020;1226;1133;913;915
25011;11ª Região;2000;8625;9196;10580;9216;6796;4990;4607;4124;3297;3121;2839;2581;2213;1508;1401;1013;1150;4342;4633;5414;4746;3413;2407;2204;2031;1527;1428;1321;1183;993;702;658;524;516;4283;4563;5166;4470;3383;2583;2403;2093;1770;1693;1518;1398;1220;806;743;489;634
25012;12ª Região;2000;17061;18274;19264;18568;14843;11531;10609;9009;7353;6584;6051;5552;5158;3990;3411;2776;3431;8647;9193;9785;9596;7513;5719;5241;4478;3568;3096;2848;2502;2330;1773;1544;1331;1585;8414;9081;9479;8972;7330;5812;5368;4531;3785;3488;3203;3050;2828;2217;1867;1445;1846
25013;13ª Região;2000;4973;5559;6393;6421;5123;4262;3844;3635;2854;2767;2467;1958;2039;1337;1324;935;1108;2486;2846;3236;3216;2548;2074;1802;1777;1323;1254;1086;906;906;637;640;436;559;2487;2713;3157;3205;2575;2188;2042;1858;1531;1513;1381;1052;1133;700;684;499;549
25014;14ª Região;2000;14061;14769;15227;14533;11478;9364;8300;7350;5867;5255;4779;4048;3864;2960;2524;2003;2147;7167;7445;7772;7619;5945;4671;4135;3731;2940;2541;2301;1839;1768;1318;1156;939;1022;6894;7324;7455;6914;5533;4693;4165;3619;2927;2714;2478;2209;2096;1642;1368;1064;1125
25015;15ª Região;2000;14629;16384;17084;15238;10973;9040;8662;7753;6243;5484;5363;4569;4193;3191;2990;2308;2879;7379;8115;8560;7827;5551;4449;4170;3782;3024;2600;2571;2129;1946;1428;1406;1159;1384;7250;8269;8524;7411;5422;4591;4492;3971;3219;2884;2792;2440;2247;1763;1584;1149;1495
25016;16ª Região;2000;45186;46952;50799;52002;44394;36838;34709;31620;25695;21346;18985;14581;13518;9849;8717;6819;7721;23027;23903;25589;25914;21584;17545;16218;14759;11930;9739;8578;6341;5636;4024;3579;3013;3161;22159;23049;25210;26088;22810;19293;18491;16861;13765;11607;10407;8240;7882;5825;5138;3806;4560
26001;Afogados da Ingazeira;2000;16996;17851;21035;19880;15266;11578;11021;10136;8394;7768;7152;6091;5738;4144;3787;2832;2983;8483;8912;10616;10224;7671;5738;5337;4959;3991;3620;3268;2744;2573;1875;1809;1396;1427;8513;8939;10419;9656;7595;5840;5684;5177;4403;4148;3884;3347;3165;2269;1978;1436;1556
26002;Arcoverde;2000;37616;37381;41510;38071;29526;22506;21375;19424;15292;13440;12250;10603;9150;6902;5725;4525;4818;18655;18841;20896;19226;14768;10924;10235;9257;7315;6337;5856;4745;4102;3103;2645;2205;2255;18961;18540;20614;18845;14758;11582;11140;10167;7977;7103;6394;5858;5048;3799;3080;2320;2563
26003;Caruaru;2000;112177;112408;118123;117321;98902;82709;74493;66519;52976;45253;41384;36484;33481;25910;21934;16041;17012;56682;56756;59154;58558;49001;40062;35353;31677;25145;20952;19311;16354;15156;11601;10145;7618;7669;55495;55652;58969;58763;49901;42647;39140;34842;27831;24301;22073;20130;18325;14309;11789;8423;9343
26004;Garanhuns;2000;54574;53082;58061;55505;43512;33141;29757;26973;22191;20346;18819;16308;14437;11295;9119;7207;8146;27557;26734;28984;28053;21907;16116;14247;12812;10393;9383;8772;7250;6422;4933;4148;3399;3620;27017;26348;29077;27452;21605;17025;15510;14161;11798;10963;10047;9058;8015;6362;4971;3808;4526
26005;Goiana;2000;30892;32162;33229;35344;29331;22116;19649;17603;14628;12655;10684;8958;8389;6360;4890;3250;3930;15719;16251;16941;18036;14723;10731;9483;8484;6951;5946;5184;4186;3930;2971;2305;1625;1804;15173;15911;16288;17308;14608;11385;10166;9119;7677;6709;5500;4772;4459;3389;2585;1625;2126
26006;Limoeiro;2000;53446;55244;60093;63228;52668;40688;35454;32124;26910;23191;20350;17092;15531;11932;10011;6476;7756;27064;28182;30248;32012;26247;19515;16872;15248;12744;10855;9503;7753;7092;5466;4768;3158;3459;26382;27062;29845;31216;26421;21173;18582;16876;14166;12336;10847;9339;8439;6466;5243;3318;4297
26007;Ouricuri;2000;37340;34144;38613;34065;27345;21035;19079;16232;13182;10751;10706;9072;7980;5340;4316;3345;4106;18922;17316;19361;17515;13921;10410;9373;7982;6300;5179;5065;4243;3734;2462;2087;1597;1913;18418;16828;19252;16550;13424;10625;9706;8250;6882;5572;5641;4829;4246;2878;2229;1748;2193
26008;Palmares;2000;60380;60238;63998;64064;50421;38996;33695;29865;24584;19981;17903;15244;14175;10365;7952;5070;5648;30532;30331;32339;32906;25643;19202;16029;14322;11794;9482;8702;7396;6799;5032;4202;2658;2726;29848;29907;31659;31158;24778;19794;17666;15543;12790;10499;9201;7848;7376;5333;3750;2412;2922
26009;Petrolina;2000;40282;38435;40166;39039;35718;29502;25587;21494;16889;13013;11640;8647;6964;4696;3668;2667;3173;20425;19485;20343;19171;17682;14336;12328;10478;8075;6328;5731;4205;3293;2132;1678;1200;1382;19857;18950;19823;19868;18036;15166;13259;11016;8814;6685;5909;4442;3671;2564;1990;1467;1791
26010;Recife;2000;317422;323566;347857;375309;355541;316199;286333;264116;222708;181490;148675;109109;93318;68986;54751;35888;36371;161497;164250;175503;186211;173418;150231;133818;122230;102220;81157;66425;47392;39064;28000;21700;14312;12627;155925;159316;172354;189098;182123;165968;152515;141886;120488;100333;82250;61717;54254;40986;33051;21576;23744
26011;Salgueiro;2000;14862;14390;16004;14731;12426;9650;8682;7433;5985;4827;4558;3764;3312;2348;2121;1604;1967;7579;7199;8176;7374;6300;4788;4154;3574;2810;2217;2128;1667;1494;1011;932;766;869;7283;7191;7828;7357;6126;4862;4528;3859;3175;2610;2430;2097;1818;1337;1189;838;1098
26012;Serra Talhada;2000;21669;22280;25630;23628;19490;14699;13624;11712;9480;8416;7942;6987;6227;4396;3872;3032;3517;10880;11095;12780;12025;9661;7192;6561;5602;4538;3834;3561;3114;2778;1958;1774;1431;1645;10789;11185;12850;11603;9829;7507;7063;6110;4942;4582;4381;3873;3449;2438;2098;1601;1872
27001;1ª Região de Saúde;2000;107191;101807;103154;110145;103735;90093;80573;70889;58435;47168;36516;26410;21145;15751;11922;7648;8579;54429;51783;51286;53767;49321;42118;37245;32918;27015;21944;16953;11875;9098;6511;4830;3069;3175;52762;50024;51868;56378;54414;47975;43328;37971;31420;25224;19563;14535;12047;9240;7092;4579;5404
27002;2ª Região de Saúde;2000;19544;18327;17272;17445;14826;10838;8799;7326;6314;5215;4212;3541;3053;2339;1765;1097;1464;9819;9178;8707;9076;7733;5541;4402;3682;3179;2627;2186;1822;1516;1232;937;586;752;9725;9149;8565;8369;7093;5297;4397;3644;3135;2588;2026;1719;1537;1107;828;511;712
27003;3ª Região de Saúde;2000;26738;24979;25043;24848;19244;14244;12149;10535;9101;7911;6614;5503;4735;3757;2749;1811;2624;13488;12576;12559;12966;9950;6997;5898;5209;4452;3847;3291;2670;2218;1848;1467;907;1317;13250;12403;12484;11882;9294;7247;6251;5326;4649;4064;3323;2833;2517;1909;1282;904;1307
27004;4ª Região de Saúde;2000;17243;16676;16859;17196;13634;9929;8402;7417;6334;5723;4608;3727;3280;2611;1983;1368;1644;8605;8414;8463;8920;7019;4974;4121;3605;3107;2784;2282;1766;1514;1235;991;701;777;8638;8262;8396;8276;6615;4955;4281;3812;3227;2939;2326;1961;1766;1376;992;667;867
27005;5ª Região de Saúde;2000;24877;24759;25029;25577;20489;15422;13308;11475;9434;8181;6455;5078;4159;3000;2026;1376;1613;12472;12190;12607;12811;10297;7448;6583;5586;4623;4118;3323;2490;2001;1431;1007;694;765;12405;12569;12422;12766;10192;7974;6725;5889;4811;4063;3132;2588;2158;1569;1019;682;848
27006;6ª Região de Saúde;2000;20546;20600;21777;21175;16501;12582;11074;10002;8171;6736;5445;4578;4052;3345;2498;1674;2051;10348;10438;10972;10860;8503;6247;5374;4916;4071;3276;2657;2091;1856;1544;1129;801;928;10198;10162;10805;10315;7998;6335;5700;5086;4100;3460;2788;2487;2196;1801;1369;873;1123
27007;7ª Região de Saúde;2000;53904;53252;55699;52899;42902;32000;30425;26160;21162;18542;15595;13161;10415;8207;5719;4010;4649;27056;26883;27718;26347;21006;15529;14629;12555;10029;8775;7603;6214;4863;3727;2668;1843;2162;26848;26369;27981;26552;21896;16471;15796;13605;11133;9767;7992;6947;5552;4480;3051;2167;2487
27008;8ª Região de Saúde;2000;16092;16622;18603;18481;14286;10354;9712;8589;7127;6591;6092;5329;4381;3445;2504;1894;2492;8132;8327;9308;9224;7065;5002;4660;4090;3291;3041;2854;2434;1974;1459;1125;943;1125;7960;8295;9295;9257;7221;5352;5052;4499;3836;3550;3238;2895;2407;1986;1379;951;1367
27009;9ª Região de Saúde;2000;30999;28463;29339;24696;19122;14310;13280;11491;9015;7511;6823;6288;5080;4019;3034;2248;3179;15551;14192;14641;12501;9654;7064;6568;5562;4315;3554;3331;2929;2363;1843;1404;1045;1468;15448;14271;14698;12195;9468;7246;6712;5929;4700;3957;3492;3359;2717;2176;1630;1203;1711
27010;10ª Região de Saúde;2000;18127;17842;18868;16453;12614;9261;8597;7715;5961;5343;5030;4309;3422;2581;2037;1517;1930;9123;9008;9410;8300;6122;4453;4137;3772;2873;2567;2498;2074;1601;1103;936;713;899;9004;8834;9458;8153;6492;4808;4460;3943;3088;2776;2532;2235;1821;1478;1101;804;1031
28001;Aracaju;2000;58479;57511;63219;70323;65541;54620;49005;43748;35932;29116;22973;16437;12949;9515;7590;5181;6089;29755;29063;31655;34230;30929;25336;22764;20029;16712;13315;10656;7412;5516;3835;2910;1958;2179;28724;28448;31564;36093;34612;29284;26241;23719;19220;15801;12317;9025;7433;5680;4680;3223;3910
28002;Estância;2000;25431;25190;26130;25365;19996;15801;14058;12235;9898;7976;6689;5670;4675;3652;2670;1926;2395;12902;12710;13408;13006;10381;7814;6975;6000;4894;3898;3300;2671;2168;1670;1241;942;1125;12529;12480;12722;12359;9615;7987;7083;6235;5004;4078;3389;2999;2507;1982;1429;984;1270
28003;Itabaiana;2000;22989;22986;23634;23425;20261;16884;15043;12801;10242;8914;7630;6115;5045;4054;3334;2401;3137;11736;11902;11969;11898;10128;8482;7483;6345;5047;4315;3756;2831;2280;1843;1508;1172;1492;11253;11084;11665;11527;10133;8402;7560;6456;5195;4599;3874;3284;2765;2211;1826;1229;1645
28004;Lagarto;2000;24728;25009;26019;24502;20264;16764;15613;13414;10691;9255;8047;7082;5832;4691;3652;2654;3153;12539;12657;13128;12588;10259;8325;7767;6494;5192;4425;3930;3291;2635;2099;1669;1261;1472;12189;12352;12891;11914;10005;8439;7846;6920;5499;4830;4117;3791;3197;2592;1983;1393;1681
28005;Nossa Senhora da Glória;2000;17287;16739;17107;15564;13012;10181;9234;7520;5804;4952;4531;3598;2792;2154;1552;1269;1765;8844;8532;8678;7892;6792;5239;4711;3772;2945;2476;2311;1792;1365;1029;760;658;894;8443;8207;8429;7672;6220;4942;4523;3748;2859;2476;2220;1806;1427;1125;792;611;871
28006;Nossa Senhora do Socorro;2000;31139;30107;30274;29261;24839;21930;21016;18139;13429;9946;7561;5752;4416;3528;2574;1724;2106;15901;15343;15346;14733;12361;10484;10015;8851;6623;4853;3699;2750;2016;1593;1148;792;966;15238;14764;14928;14528;12478;11446;11001;9288;6806;5093;3862;3002;2400;1935;1426;932;1140
28007;Propriá;2000;16701;16772;17876;16341;13204;10576;9744;8430;6630;5522;4720;4211;3883;2994;2242;1520;2057;8413;8394;9033;8284;6797;5340;4899;4221;3321;2700;2301;1953;1775;1370;1022;691;951;8288;8378;8843;8057;6407;5236;4845;4209;3309;2822;2419;2258;2108;1624;1220;829;1106
29001;Alagoinhas;2000;49792;51529;53243;55655;45770;34189;30374;26984;22214;18632;15950;13465;11374;9197;7156;5132;7437;25027;26149;27256;28332;23275;16864;14780;13217;10870;9005;7626;6171;5228;4156;3375;2433;3122;24765;25380;25987;27323;22495;17325;15594;13767;11344;9627;8324;7294;6146;5041;3781;2699;4315
29002;Barreiras;2000;35660;37018;40135;40646;30868;23905;21506;19639;15520;12440;10039;8228;6949;5192;3877;2568;2980;18155;18780;20169;20874;16117;12280;11074;10111;8092;6555;5220;4146;3405;2537;1902;1294;1426;17505;18238;19966;19772;14751;11625;10432;9528;7428;5885;4819;4082;3544;2655;1975;1274;1554
29003;Brumado;2000;36782;40733;45555;47825;36863;27636;26796;23572;20649;16400;15122;13556;11698;8951;7318;5142;7331;18596;20611;23118;24264;19003;13937;13309;11834;10481;8108;7464;6380;5571;4220;3432;2373;3049;18186;20122;22437;23561;17860;13699;13487;11738;10168;8292;7658;7176;6127;4731;3886;2769;4282
29004;Camaçari;2000;41363;40688;42625;47770;42630;33329;29413;25252;21219;16343;12067;8343;6493;4895;3279;2100;2514;20970;20524;21709;23943;21448;16511;14498;12275;10387;8270;6259;4183;3034;2261;1484;932;945;20393;20164;20916;23827;21182;16818;14915;12977;10832;8073;5808;4160;3459;2634;1795;1168;1569
29005;Cruz das Almas;2000;22437;24020;27383;30038;23941;18258;15673;14068;11707;9597;8336;6895;6319;5230;4129;2939;3828;11430;12218;13940;15441;12189;8947;7581;6753;5502;4424;3769;2952;2685;2192;1702;1236;1415;11007;11802;13443;14597;11752;9311;8092;7315;6205;5173;4567;3943;3634;3038;2427;1703;2413
29006;Feira de Santana;2000;97357;102367;111858;120367;99889;77898;70041;60091;51084;41616;36166;30293;24505;19709;15279;10667;13666;49540;52021;56548;60423;49583;37440;33198;28592;24012;19417;16698;13544;10949;8537;6785;4765;5527;47817;50346;55310;59944;50306;40458;36843;31499;27072;22199;19468;16749;13556;11172;8494;5902;8139
29007;Guanambi;2000;39849;45229;50189;49650;37901;29231;28348;24936;21454;17558;15339;12900;11972;8545;7199;4669;6549;20236;23259;25419;25277;19454;14644;14210;12660;10746;8691;7782;6315;5799;4052;3489;2221;2831;19613;21970;24770;24373;18447;14587;14138;12276;10708;8867;7557;6585;6173;4493;3710;2448;3718
29008;Ibotirama;2000;20562;22106;23206;22266;14606;10534;9764;9279;7941;6494;6080;5484;4756;3709;3120;2146;2638;10388;11233;11821;11676;7995;5678;4975;4842;4076;3383;3110;2665;2323;1687;1460;1047;1207;10174;10873;11385;10590;6611;4856;4789;4437;3865;3111;2970;2819;2433;2022;1660;1099;1431
29009;Ilhéus;2000;38367;39578;45134;45271;36353;27417;25013;23820;20627;16357;13062;10379;9162;7131;5278;3266;3752;19230;20258;22859;23084;18394;13558;12268;11858;10555;8435;6909;5332;4759;3739;2817;1662;1753;19137;19320;22275;22187;17959;13859;12745;11962;10072;7922;6153;5047;4403;3392;2461;1604;1999
29010;Irecê;2000;41310;42221;45957;46287;35265;27413;24977;21942;18451;14952;13070;11388;9553;6714;5501;3437;4556;21109;21360;23283;23816;18467;14000;12495;10956;9310;7675;6566;5596;4630;3193;2664;1699;2103;20201;20861;22674;22471;16798;13413;12482;10986;9141;7277;6504;5792;4923;3521;2837;1738;2453
29011;Itaberaba;2000;27657;28369;31053;30175;21734;15995;14296;12963;11251;9045;8580;7329;6150;5013;4220;3196;4241;14010;14377;15805;15752;11285;8025;6894;6341;5555;4492;4125;3456;2842;2213;1944;1547;1852;13647;13992;15248;14423;10449;7970;7402;6622;5696;4553;4455;3873;3308;2800;2276;1649;2389
