CO_REGSAUD;DS_NOME;Ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
23005;5ª Região Canindé;2010;15731;18263;22596;21207;17582;14402;12931;11659;11222;10190;8019;7498;6687;5115;4798;2935;4446;7994;9279;11564;10906;8887;7210;6454;5793;5538;5019;3813;3615;3348;2508;2410;1424;2100;7737;8984;11032;10301;8695;7192;6477;5866;5684;5171;4206;3883;3339;2607;2388;1511;2346
23006;6ª Região Itapipoca;2010;24337;26192;31405;30403;26511;22853;19362;16659;14925;12952;9994;8770;7749;6180;5444;3716;5042;12355;13456;16148;15598;13689;11788;9903;8434;7558;6666;5002;4250;3880;3088;2656;1816;2395;11982;12736;15257;14805;12822;11065;9459;8225;7367;6286;4992;4520;3869;3092;2788;1900;2647
23007;7ª Região Aracati;2010;8112;8525;10373;10855;10454;9994;8862;7927;7285;6240;4804;4016;3922;2920;1959;1453;1983;4127;4471;5356;5545;5255;5010;4445;4035;3635;3033;2305;1873;1806;1397;909;635;822;3985;4054;5017;5310;5199;4984;4417;3892;3650;3207;2499;2143;2116;1523;1050;818;1161
23008;8ª Região Quixadá;2010;23879;26200;32361;32825;27955;23277;20512;19278;18263;17197;13579;12128;10523;8405;7733;4625;7286;12174;13425;16718;16731;14049;11569;10149;9425;8941;8399;6587;5724;5079;4058;3724;2194;3489;11705;12775;15643;16094;13906;11708;10363;9853;9322;8798;6992;6404;5444;4347;4009;2431;3797
23009;9ª Região Russas;2010;13194;14786;18796;19122;18167;16624;14457;13130;12222;11497;8574;7574;6769;5147;3731;2575;4498;6791;7464;9637;9841;9278;8411;7244;6529;6109;5630;4041;3500;3282;2410;1759;1184;2055;6403;7322;9159;9281;8889;8213;7213;6601;6113;5867;4533;4074;3487;2737;1972;1391;2443
23010;10ª Região Limoeiro do Norte;2010;15268;17195;20826;20333;19898;18010;15928;14839;14273;13637;10312;8932;8159;5961;4635;3099;5087;7849;8701;10584;10295;10038;8926;7860;7258;6932;6605;4873;4171;3918;2845;2176;1404;2349;7419;8494;10242;10038;9860;9084;8068;7581;7341;7032;5439;4761;4241;3116;2459;1695;2738
23011;11ª Região Sobral;2010;47223;53177;67753;64848;59254;49344;43969;38530;36184;32181;24733;21394;19533;15247;13086;8965;12585;23921;27025;34662;32871;29782;24687;21701;18899;17570;15930;11732;10037;9164;7057;5857;3983;5649;23302;26152;33091;31977;29472;24657;22268;19631;18614;16251;13001;11357;10369;8190;7229;4982;6936
23012;12ª Região Acaraú;2010;18608;20267;24352;23171;21019;18116;15572;13061;11626;10196;7326;6723;6172;4898;3930;2549;3198;9536;10479;12420;11894;10650;9117;7976;6605;5931;5156;3540;3312;3069;2441;1867;1205;1606;9072;9788;11932;11277;10369;8999;7596;6456;5695;5040;3786;3411;3103;2457;2063;1344;1592
23013;13ª Região Tianguá;2010;25685;28246;34129;33101;26356;23259;20556;17745;16582;14725;12140;10464;8898;7209;6032;4455;5628;12958;14406;17270;16742;13058;11565;10400;8783;8247;7195;5968;5135;4275;3412;2738;2003;2540;12727;13840;16859;16359;13298;11694;10156;8962;8335;7530;6172;5329;4623;3797;3294;2452;3088
23014;14ª Região Tauá;2010;8270;9950;12134;11162;9389;7952;7717;6861;6835;6026;5144;4449;4209;3406;2890;1838;2646;4250;5019;6160;5599;4557;3925;3692;3336;3325;2961;2346;2076;2055;1686;1426;880;1293;4020;4931;5974;5563;4832;4027;4025;3525;3510;3065;2798;2373;2154;1720;1464;958;1353
23015;15ª Região Crateús;2010;21751;25046;30994;29644;23229;20712;20285;17971;17979;16782;13800;12141;10967;8525;7829;5169;7753;10954;12714;15721;15265;11349;10341;9927;8766;8722;8154;6494;5736;5202;4023;3578;2366;3634;10797;12332;15273;14379;11880;10371;10358;9205;9257;8628;7306;6405;5765;4502;4251;2803;4119
23016;16ª Região Camocim;2010;12474;14388;18242;16602;14061;11980;11173;9662;8547;7171;5445;5049;4603;3733;2746;1968;2264;6311;7350;9194;8576;7180;5973;5598;4816;4267;3502;2604;2476;2215;1810;1289;932;1006;6163;7038;9048;8026;6881;6007;5575;4846;4280;3669;2841;2573;2388;1923;1457;1036;1258
23017;17ª Região Icó;2010;12439;14131;16306;16451;14558;12983;11878;10753;10100;9611;8150;7337;6435;5213;4706;2938;4053;6390;7127;8377;8395;7218;6475;5897;5288;4875;4667;3792;3396;3036;2426;2183;1345;1914;6049;7004;7929;8056;7340;6508;5981;5465;5225;4944;4358;3941;3399;2787;2523;1593;2139
23018;18ª Região Iguatú;2010;22814;24533;29095;29142;27503;24152;22314;19831;19198;17818;14907;13383;11883;9558;8473;4999;7175;11741;12484;14842;14677;13515;11801;11009;9745;9418;8669;7102;6329;5700;4664;3953;2310;3404;11073;12049;14253;14465;13988;12351;11305;10086;9780;9149;7805;7054;6183;4894;4520;2689;3771
23019;19ª Região Brejo Santo;2010;16126;17152;21114;21098;19852;16514;15632;13347;12086;10650;8665;7672;6837;5809;5120;3268;4330;8202;8719;10819;10712;9970;8236;7710;6632;5807;5216;4087;3488;3191;2725;2351;1436;1935;7924;8433;10295;10386;9882;8278;7922;6715;6279;5434;4578;4184;3646;3084;2769;1832;2395
23020;20ª Região Crato;2010;26526;28897;34302;33464;30684;25925;24189;20692;19427;17010;14168;12270;11446;9466;8075;5115;6754;13400;14713;17600;16658;15161;12572;11507;9935;9186;8019;6441;5481;5319;4459;3675;2223;2864;13126;14184;16702;16806;15523;13353;12682;10757;10241;8991;7727;6789;6127;5007;4400;2892;3890
23021;21ª Região Juazeiro do Norte;2010;33082;34309;41261;38935;39784;35068;32129;26422;23323;19490;15872;13863;12216;10045;8380;5771;7296;16851;17592;21025;19339;19295;17034;15282;12582;10882;8906;7146;6040;5273;4414;3527;2341;2785;16231;16717;20236;19596;20489;18034;16847;13840;12441;10584;8726;7823;6943;5631;4853;3430;4511
23022;22ª Região Cascavel;2010;22511;24427;30164;30374;28969;27307;24173;20844;18580;15216;11510;10103;8414;6874;5539;3853;5225;11566;12443;15248;15322;14702;13749;12190;10258;9217;7583;5514;4882;4091;3264;2616;1834;2424;10945;11984;14916;15052;14267;13558;11983;10586;9363;7633;5996;5221;4323;3610;2923;2019;2801
24001;1ª Região de Saúde - São José de Mipibu;2010;29286;32769;37535;36671;33258;29580;25946;23698;21295;18210;13534;11216;10937;8671;7298;4940;6658;15028;16747;19069;18638;17094;14962;13102;11928;10672;9132;6692;5403;5141;4036;3395;2227;3047;14258;16022;18466;18033;16164;14618;12844;11770;10623;9078;6842;5813;5796;4635;3903;2713;3611
24002;2ª Região de Saúde - Mossoró;2010;32698;34438;38260;39787;43484;40931;36119;32435;31325;27637;20471;15112;13680;9666;8098;5135;7664;16691;17657;19514;20024;21818;20484;17793;15896;15179;13324;9606;6895;6338;4429;3581;2216;3246;16007;16781;18746;19763;21666;20447;18326;16539;16146;14313;10865;8217;7342;5237;4517;2919;4418
24003;3ª Região de Saúde - João Câmara;2010;27554;30659;34829;33191;31377;27651;23890;21041;19616;16735;12593;10044;10387;7880;6141;4123;6052;14048;15714;17927;17092;16197;14181;12161;10559;9795;8302;6155;4830;4959;3746;2931;1875;2781;13506;14945;16902;16099;15180;13470;11729;10482;9821;8433;6438;5214;5428;4134;3210;2248;3271
24004;4ª Região de Saúde - Caicó;2010;20309;22136;25698;25716;27548;25713;23195;20520;20398;18892;14343;11911;11073;8381;7410;4571;7912;10349;11216;13056;13086;13950;13017;11554;10082;9924;9175;6791;5471;5119;3837;3289;1990;3407;9960;10920;12642;12630;13598;12696;11641;10438;10474;9717;7552;6440;5954;4544;4121;2581;4505
24005;5ª Região de Saúde - Santa Cruz;2010;14503;16502;19353;19257;17658;15011;12898;11647;11079;9707;7712;6609;6471;5169;4493;2956;4694;7363;8434;9916;9864;9170;7693;6578;5853;5485;4757;3721;3141;3034;2416;2014;1343;2170;7140;8068;9437;9393;8488;7318;6320;5794;5594;4950;3991;3468;3437;2753;2479;1613;2524
24006;6ª Região de Saúde - Pau dos Ferros;2010;17898;19934;22148;22450;21475;20279;17478;15912;15784;14367;11543;10275;9091;7079;6333;3960;6000;9056;10255;11352;11463;10931;10173;8656;7753;7800;6883;5339;4662;4288;3306;3012;1802;2777;8842;9679;10796;10987;10544;10106;8822;8159;7984;7484;6204;5613;4803;3773;3321;2158;3223
24007;7ª Região de Saúde - Metropolitana;2010;82919;87119;102484;107155;120458;115709;102100;88339;85737;76542;59831;45163;37393;25871;19765;12962;18352;42401;44237;51954;53096;58569;55708;48520;41381;39907;35179;27324;20129;16213;10843;7918;4950;6421;40518;42882;50530;54059;61889;60001;53580;46958;45830;41363;32507;25034;21180;15028;11847;8012;11931
24008;8ª Região de Saúde - Açu;2010;11151;12404;13416;13051;14307;13248;11466;10108;9888;8925;6327;4557;4624;3389;2713;1778;3120;5617;6319;6901;6608;7322;6695;5772;5031;4875;4451;3084;2171;2181;1572;1271;793;1444;5534;6085;6515;6443;6985;6553;5694;5077;5013;4474;3243;2386;2443;1817;1442;985;1676
25001;1ª Região Mata Atlântica;2010;88752;93715;102949;106032;113126;112466;103146;89064;83367;72339;57776;46465;38019;27641;21866;13999;18399;44911;47770;52073;52516;54763;53870;48914;41633;38681;33506;26492;20542;16554;11689;8706;5303;6381;43841;45945;50876;53516;58363;58596;54232;47431;44686;38833;31284;25923;21465;15952;13160;8696;12018
25002;2ª Região;2010;23548;26341;30244;29759;26007;23649;21946;19241;18062;15326;12518;10887;10516;9135;8077;5463;7709;11989;13472;15449;15154;13000;11886;10733;9425;8772;7467;5906;5006;4853;4105;3505;2478;3349;11559;12869;14795;14605;13007;11763;11213;9816;9290;7859;6612;5881;5663;5030;4572;2985;4360
25003;3ª Região;2010;15540;16843;18163;18324;16519;15404;13533;11965;11256;9894;8095;6915;6962;5632;4938;3311;5112;7921;8642;9228;9228;8217;7593;6681;5867;5493;4785;3758;3255;3125;2493;2181;1394;2112;7619;8201;8935;9096;8302;7811;6852;6098;5763;5109;4337;3660;3837;3139;2757;1917;3000
25004;4ª Região;2010;8454;9417;10682;9965;10036;8348;7634;6693;6483;5757;4606;3999;4003;3216;2833;1843;3075;4305;4857;5408;5188;5041;4191;3842;3275;3201;2790;2237;1846;1948;1506;1313;890;1324;4149;4560;5274;4777;4995;4157;3792;3418;3282;2967;2369;2153;2055;1710;1520;953;1751
25005;5ª Região;2010;8514;9536;10461;10221;9597;8747;8196;7547;7465;6811;5330;4725;4613;3632;3412;2235;3433;4331;4916;5283;5215;4818;4302;4098;3703;3733;3394;2564;2208;2195;1679;1532;995;1540;4183;4620;5178;5006;4779;4445;4098;3844;3732;3417;2766;2517;2418;1953;1880;1240;1893
25006;6ª Região;2010;17801;19656;20971;20590;20559;19401;17505;15351;13978;12616;9884;8727;7722;6164;5245;3304;5076;9085;10015;10617;10440;10266;9490;8453;7411;6659;6000;4614;3978;3450;2786;2291;1423;2147;8716;9641;10354;10150;10293;9911;9052;7940;7319;6616;5270;4749;4272;3378;2954;1881;2929
25007;7ª Região;2010;11197;12615;14427;14695;13592;12022;10876;9693;8585;7911;6653;6069;5244;4342;3485;2167;3028;5707;6495;7312;7609;6888;5928;5395;4763;4239;3888;3073;2801;2398;1999;1533;970;1416;5490;6120;7115;7086;6704;6094;5481;4930;4346;4023;3580;3268;2846;2343;1952;1197;1612
25008;8ª Região;2010;8452;9239;9981;10432;10407;9697;8976;7636;7101;6804;5048;4366;3784;2934;2561;1506;2451;4366;4670;5207;5318;5364;4863;4415;3753;3396;3323;2328;2037;1712;1324;1176;688;1130;4086;4569;4774;5114;5043;4834;4561;3883;3705;3481;2720;2329;2072;1610;1385;818;1321
25009;9ª Região;2010;12410;13452;15419;15930;15617;14246;12683;10849;10279;9089;7763;7297;6405;5276;4533;2793;3930;6311;6873;7815;8010;7738;7056;6263;5379;4934;4433;3553;3315;2931;2388;2070;1223;1802;6099;6579;7604;7920;7879;7190;6420;5470;5345;4656;4210;3982;3474;2888;2463;1570;2128
25010;10ª Região;2010;8437;9016;9253;9441;9615;9745;9172;7867;7169;6700;5437;4803;4384;3448;3117;1831;2782;4292;4632;4702;4791;4689;4898;4574;3912;3440;3258;2531;2165;1930;1552;1410;795;1269;4145;4384;4551;4650;4926;4847;4598;3955;3729;3442;2906;2638;2454;1896;1707;1036;1513
25011;11ª Região;2010;6814;7677;8610;8600;7751;6384;5767;4975;4648;4041;3227;2989;2725;2288;1845;1124;1526;3524;3939;4377;4390;4060;3262;2880;2442;2273;2012;1487;1361;1251;1082;824;482;698;3290;3738;4233;4210;3691;3122;2887;2533;2375;2029;1740;1628;1474;1206;1021;642;828
25012;12ª Região;2010;13341;14871;17167;16975;14822;13767;12799;11150;10414;8549;7076;6343;5798;5003;4189;2783;4178;6812;7545;8764;8615;7498;6841;6333;5433;5114;4189;3367;2954;2680;2228;1903;1214;1802;6529;7326;8403;8360;7324;6926;6466;5717;5300;4360;3709;3389;3118;2775;2286;1569;2376
25013;13ª Região;2010;4097;4594;4993;5294;5184;4904;4446;3978;3751;3564;2782;2642;2373;1770;1729;962;1542;2093;2285;2560;2713;2557;2406;2178;1959;1731;1759;1281;1187;1050;828;749;449;704;2004;2309;2433;2581;2627;2498;2268;2019;2020;1805;1501;1455;1323;942;980;513;838
25014;14ª Região;2010;12463;13020;14614;14428;12733;11780;10556;9534;8499;7273;5763;5132;4590;3682;3124;2070;2762;6259;6659;7546;7327;6412;6000;5270;4743;4217;3637;2877;2389;2132;1690;1387;898;1196;6204;6361;7068;7101;6321;5780;5286;4791;4282;3636;2886;2743;2458;1992;1737;1172;1566
25015;15ª Região;2010;11617;12802;15019;15235;12605;10991;9716;9275;8867;7675;6188;5458;5361;4267;3457;2366;3794;5916;6554;7590;7624;6278;5501;4843;4599;4278;3724;2987;2533;2526;2004;1599;1047;1711;5701;6248;7429;7611;6327;5490;4873;4676;4589;3951;3201;2925;2835;2263;1858;1319;2083
25016;16ª Região;2010;38664;41293;45740;47056;48331;45979;40795;35448;33850;30047;24048;20061;17268;12911;11004;7248;11060;19912;20903;23281;23603;23805;22479;19603;16664;15882;13874;10961;8943;7530;5452;4404;2813;4155;18752;20390;22459;23453;24526;23500;21192;18784;17968;16173;13087;11118;9738;7459;6600;4435;6905
26001;Afogados da Ingazeira;2010;14014;15570;17611;17351;16467;14371;13025;11413;11125;9854;8120;7607;6980;5513;4636;2945;4178;7170;7941;8875;8685;8280;7110;6364;5613;5397;4783;3820;3478;3207;2549;2060;1303;1933;6844;7629;8736;8666;8187;7261;6661;5800;5728;5071;4300;4129;3773;2964;2576;1642;2245
26002;Arcoverde;2010;35186;38830;41214;38015;35995;31210;27539;23358;22221;19141;15316;13488;12164;9783;7571;4964;6607;17923;19711;20662;19187;17985;15387;13408;11317;10654;9120;7264;6255;5723;4521;3348;2155;2966;17263;19119;20552;18828;18010;15823;14131;12041;11567;10021;8052;7233;6441;5262;4223;2809;3641
26003;Caruaru;2010;98110;108713;122044;119762;118355;109132;97549;85869;77504;65824;52861;44649;39891;32732;27111;17970;23393;49898;55236;61760;59652;58654;53349;47189;41083;36434;30917;24625;19990;18212;14493;12059;7773;10090;48212;53477;60284;60110;59701;55783;50360;44786;41070;34907;28236;24659;21679;18239;15052;10197;13303
26004;Garanhuns;2010;44642;48592;54762;50508;46790;42205;37831;31965;29126;25333;21168;19648;17686;14362;11511;7650;9881;22797;24596;27600;25446;23090;20627;18478;15314;13871;11956;9636;8919;8119;6521;5028;3362;4287;21845;23996;27162;25062;23700;21578;19353;16651;15255;13377;11532;10729;9567;7841;6483;4288;5594
26005;Goiana;2010;24098;26770;30297;30019;27111;26583;24111;20458;18785;16137;13725;11740;9662;7763;6396;4040;5072;12284;13596;15438;15057;13649;13051;11828;9746;8934;7690;6388;5401;4561;3542;2923;1843;2169;11814;13174;14859;14962;13462;13532;12283;10712;9851;8447;7337;6339;5101;4221;3473;2197;2903
26006;Limoeiro;2010;42391;47481;55424;54136;51707;49860;45886;39338;35431;30880;25906;22493;19336;15066;12304;8141;10551;21496;24016;28171;27336;25533;24508;22179;18812;16706;14529;11989;10174;8826;6751;5504;3578;4664;20895;23465;27253;26800;26174;25352;23707;20526;18725;16351;13917;12319;10510;8315;6800;4563;5887
26007;Ouricuri;2010;31450;33946;37777;32280;31452;26339;23462;20204;18620;15348;12397;10378;10118;8191;6467;3964;5473;15749;17205;19188;16343;15716;13211;11613;9967;9181;7490;5893;4887;4742;3878;2976;1779;2465;15701;16741;18589;15937;15736;13128;11849;10237;9439;7858;6504;5491;5376;4313;3491;2185;3008
26008;Palmares;2010;49140;56122;63011;59354;55163;50703;44335;38630;34232;28774;23520;19065;16385;12999;10220;6260;6992;25067;28467;31996;29918;27512;25118;21793;18758;16391;13937;11205;9045;7878;6314;4869;2973;3313;24073;27655;31015;29436;27651;25585;22542;19872;17841;14837;12315;10020;8507;6685;5351;3287;3679
26009;Petrolina;2010;39693;41674;45732;43373;43922;39970;37276;31721;27066;21701;16652;12681;11002;8064;5917;3632;4637;20084;21192;23120;21576;21679;19542;18251;15417;13124;10505;7875;5958;5184;3793;2684;1549;1934;19609;20482;22612;21797;22243;20428;19025;16304;13942;11196;8777;6723;5818;4271;3233;2083;2703
26010;Recife;2010;266797;292711;330569;333356;355505;359242;338310;308749;281339;250814;212322;168293;133609;95805;74448;47965;58923;135732;149118;167883;166584;173149;172006;159916;143988;130044;114165;95371;72926;56770;39018;28876;17626;19358;131065;143593;162686;166772;182356;187236;178394;164761;151295;136649;116951;95367;76839;56787;45572;30339;39565
26011;Salgueiro;2010;12456;13400;14664;13477;13509;11669;10723;9063;8264;6946;5544;4514;4175;3286;2686;1704;2639;6332;6792;7549;6761;6858;5888;5433;4503;3989;3352;2627;2051;1890;1486;1145;695;1126;6124;6608;7115;6716;6651;5781;5290;4560;4275;3594;2917;2463;2285;1800;1541;1009;1513
26012;Serra Talhada;2010;18932;20520;22426;21967;21606;18357;17006;14434;13356;11423;9132;8197;7601;6125;4980;3245;4572;9734;10454;11326;10953;10731;9203;8257;7023;6448;5418;4307;3659;3448;2731;2181;1418;1992;9198;10066;11100;11014;10875;9154;8749;7411;6908;6005;4825;4538;4153;3394;2799;1827;2580
27001;1ª Região de Saúde;2010;92380;99490;111966;107655;108796;107967;100912;90550;81518;68709;56676;44524;33297;23363;17027;10941;12918;46933;50886;56530;53261;51815;50519;46623;41633;37103;31457;25727;19770;14524;10019;6976;4163;4327;45447;48604;55436;54394;56981;57448;54289;48917;44415;37252;30949;24754;18773;13344;10051;6778;8591
27002;2ª Região de Saúde;2010;15265;17647;18809;16789;14033;13523;12207;9959;8420;6744;5786;4909;3711;2858;2116;1352;1632;7783;9028;9477;8488;6995;6702;6087;4903;4148;3318;2790;2434;1904;1408;1070;669;797;7482;8619;9332;8301;7038;6821;6120;5056;4272;3426;2996;2475;1807;1450;1046;683;835
27003;3ª Região de Saúde;2010;20467;23148;26148;22947;19290;17812;15352;13191;11622;9617;8511;7164;5685;4615;3435;2176;2721;10321;11663;13271;11712;9678;8796;7564;6305;5607;4724;4127;3449;2787;2245;1617;1028;1296;10146;11485;12877;11235;9612;9016;7788;6886;6015;4893;4384;3715;2898;2370;1818;1148;1425
27004;4ª Região de Saúde;2010;13056;14902;16302;14661;12554;11878;10474;8672;7682;6519;5541;5001;3921;3034;2258;1498;1832;6577;7615;8279;7391;6249;6017;5171;4259;3710;3118;2636;2330;1905;1451;1040;692;874;6479;7287;8023;7270;6305;5861;5303;4413;3972;3401;2905;2671;2016;1583;1218;806;958
27005;5ª Região de Saúde;2010;20748;23220;25059;23012;21428;20231;17277;14171;12311;10157;8386;7245;5681;4335;3127;1785;2064;10474;11728;12646;11339;10572;9909;8289;6763;6045;4889;3988;3496;2820;2084;1453;795;914;10274;11492;12413;11673;10856;10322;8988;7408;6266;5268;4398;3749;2861;2251;1674;990;1150
27006;6ª Região de Saúde;2010;17498;19109;21784;20510;18713;17316;14900;12629;11288;9742;8078;6608;5255;4004;3143;2237;2615;8911;9786;10999;10317;9275;8568;7371;6200;5446;4777;3951;3122;2497;1846;1447;952;1140;8587;9323;10785;10193;9438;8748;7529;6429;5842;4965;4127;3486;2758;2158;1696;1285;1475
27007;7ª Região de Saúde;2010;43085;48048;54938;51608;46954;41973;37739;31071;30299;24761;20219;17845;14880;11785;8312;5816;6098;21740;24243;27650;25803;22868;20193;18189;14785;14493;11889;9412;8200;7071;5542;3797;2626;2702;21345;23805;27288;25805;24086;21780;19550;16286;15806;12872;10807;9645;7809;6243;4515;3190;3396
27008;8ª Região de Saúde;2010;12569;13840;15668;14961;13530;12587;11495;9617;9133;7838;6600;6211;5601;4574;3286;2345;2714;6337;7106;7981;7538;6478;6028;5516;4571;4335;3687;3007;2794;2587;2072;1473;1002;1187;6232;6734;7687;7423;7052;6559;5979;5046;4798;4151;3593;3417;3014;2502;1813;1343;1527
27009;9ª Região de Saúde;2010;22182;24409;29217;24819;20668;17056;15531;13102;12406;10412;8331;6947;6303;5340;3975;2637;3489;11272;12213;14837;12507;10092;8437;7599;6354;6171;5020;3939;3190;3037;2535;1804;1210;1532;10910;12196;14380;12312;10576;8619;7932;6748;6235;5392;4392;3757;3266;2805;2171;1427;1957
27010;10ª Região de Saúde;2010;14833;16302;18272;16030;14091;11661;10582;8951;8408;7143;5530;5094;4674;3658;2708;1760;2172;7604;8313;9286;8089;6795;5636;5082;4300;4067;3489;2597;2391;2236;1734;1253;735;929;7229;7989;8986;7941;7296;6025;5500;4651;4341;3654;2933;2703;2438;1924;1455;1025;1243
28001;Aracaju;2010;56679;56702;65412;66817;75973;75957;67630;57308;52142;44802;36530;28703;21959;15114;11084;7408;9520;28863;28748;33175;32730;36464;35876;31227;26343;23868;20323;16560;12706;9625;6418;4437;2615;3043;27816;27954;32237;34087;39509;40081;36403;30965;28274;24479;19970;15997;12334;8696;6647;4793;6477
28002;Estância;2010;20318;22399;25791;24159;21572;19683;17383;15222;13828;11557;9484;7617;6182;4866;3647;2442;3021;10342;11383;13096;12266;10847;9727;8573;7434;6842;5640;4551;3606;3024;2249;1652;1091;1314;9976;11016;12695;11893;10725;9956;8810;7788;6986;5917;4933;4011;3158;2617;1995;1351;1707
28003;Itabaiana;2010;18443;19815;23793;22987;21855;20388;18699;16746;14849;12136;9876;8748;7313;5639;4246;2954;4008;9458;10037;12122;11754;10952;9992;9083;8205;7345;5880;4726;4121;3527;2660;1900;1257;1765;8985;9778;11671;11233;10903;10396;9616;8541;7504;6256;5150;4627;3786;2979;2346;1697;2243
28004;Lagarto;2010;18461;21542;25677;24968;22183;19719;18334;16804;15712;13137;10201;9066;7778;6321;4832;3373;4229;9470;10919;13020;12507;11019;9781;9035;8099;7678;6383;4834;4254;3682;2937;2166;1491;1821;8991;10623;12657;12461;11164;9938;9299;8705;8034;6754;5367;4812;4096;3384;2666;1882;2408
28005;Nossa Senhora da Glória;2010;14322;15884;18157;16619;15068;12953;11983;10238;9403;7436;5670;4969;4321;3213;2330;1537;2079;7226;8096;9328;8525;7576;6523;6042;5161;4672;3714;2835;2406;2146;1610;1154;729;984;7096;7788;8829;8094;7492;6430;5941;5077;4731;3722;2835;2563;2175;1603;1176;808;1095
28006;Nossa Senhora do Socorro;2010;27376;28677;32920;30932;29737;28248;25053;22330;20697;17090;12823;9468;7046;5239;3584;2463;2941;13826;14683;16793;15558;14825;13809;12141;10450;9831;8265;6145;4426;3338;2378;1604;1070;1191;13550;13994;16127;15374;14912;14439;12912;11880;10866;8825;6678;5042;3708;2861;1980;1393;1750
28007;Propriá;2010;13383;14050;16421;15563;14377;12553;11296;9917;9310;7842;6228;5260;4375;3563;2929;2024;2377;6862;7205;8354;7848;7264;6252;5561;4921;4668;3917;3053;2522;2138;1653;1295;931;999;6521;6845;8067;7715;7113;6301;5735;4996;4642;3925;3175;2738;2237;1910;1634;1093;1378
29001;Alagoinhas;2010;39759;45533;52505;51050;46051;45872;41674;34519;31339;26452;21759;17959;15182;12149;9333;6421;8867;20117;23183;26442;25954;23055;22583;20553;16931;15193;12997;10540;8425;7111;5526;4197;2762;3679;19642;22350;26063;25096;22996;23289;21121;17588;16146;13455;11219;9534;8071;6623;5136;3659;5188
29002;Barreiras;2010;35044;36738;40831;40712;41777;40530;33115;26993;23822;20696;16040;12737;9865;7648;5769;3974;4651;17785;18794;20728;20404;21349;20851;17157;14029;12392;10671;8354;6632;5033;3923;2756;1886;2205;17259;17944;20103;20308;20428;19679;15958;12964;11430;10025;7686;6105;4832;3725;3013;2088;2446
29003;Brumado;2010;27620;32571;37276;39239;37768;36145;30568;25734;25513;21776;19307;15472;14310;11990;9570;6515;9243;14103;16661;19010;19697;19214;18343;15592;12970;12742;10921;9609;7490;6890;5762;4463;2887;3906;13517;15910;18266;19542;18554;17802;14976;12764;12771;10855;9698;7982;7420;6228;5107;3628;5337
29004;Camaçari;2010;43862;45215;50333;48749;52219;56788;50223;40243;34031;28110;23469;17293;12150;8048;5772;3645;4176;22530;23020;25542;24268;25889;27979;24691;19768;16622;13585;11431;8514;5958;3822;2567;1572;1568;21332;22195;24791;24481;26330;28809;25532;20475;17409;14525;12038;8779;6192;4226;3205;2073;2608
29005;Cruz das Almas;2010;17963;20769;23598;24388;24086;24202;20835;18096;16128;13637;11340;9149;7510;5739;4869;3502;4754;9046;10526;12103;12251;12019;12025;10216;8713;7804;6486;5241;4136;3309;2382;1975;1329;1644;8917;10243;11495;12137;12067;12177;10619;9383;8324;7151;6099;5013;4201;3357;2894;2173;3110
29006;Feira de Santana;2010;79553;89871;100285;102327;101650;102213;90516;76708;70047;58405;49291;39670;33357;26907;20122;14461;18454;40378;45918;51090;51325;49722;49616;43504;36454;32949;27443;22683;17874;14874;11845;8599;5847;7144;39175;43953;49195;51002;51928;52597;47012;40254;37098;30962;26608;21796;18483;15062;11523;8614;11310
29007;Guanambi;2010;30930;35568;40339;44066;41831;37276;32111;28104;27686;23826;20176;16932;14790;11633;10005;6570;8859;15834;18150;20496;22631;21310;18939;16259;14158;13849;12166;9958;8247;7338;5773;4754;3022;3827;15096;17418;19843;21435;20521;18337;15852;13946;13837;11660;10218;8685;7452;5860;5251;3548;5032
29008;Ibotirama;2010;15676;18569;21292;20652;16344;14990;12491;10496;9969;8984;7682;6262;5804;5011;3908;2742;3366;7999;9481;10787;10604;8510;7716;6551;5595;5163;4715;3854;3168;2935;2493;1873;1228;1456;7677;9088;10505;10048;7834;7274;5940;4901;4806;4269;3828;3094;2869;2518;2035;1514;1910
29009;Ilhéus;2010;25833;29175;32181;30150;28998;28337;25655;21131;20129;18561;16339;13178;10143;7776;6264;4263;5100;13174;14835;16195;15270;14306;13837;12583;10248;9880;9255;8159;6522;5216;3882;3054;2047;2281;12659;14340;15986;14880;14692;14500;13072;10883;10249;9306;8180;6656;4927;3894;3210;2216;2819
