CO_REGSAUD;DS_NOME;ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
23008;8ª Região Quixadá;1991;33825;33550;32071;27881;21175;19127;14825;13271;12279;10054;9621;7153;6868;6512;4217;3143;3214;17160;16835;16245;14213;10503;9338;7157;6293;5823;4934;4730;3430;3396;3295;2197;1604;1603;16665;16715;15826;13668;10672;9789;7668;6978;6456;5120;4891;3723;3472;3217;2020;1539;1611
23009;9ª Região Russas;1991;20507;21292;19498;17137;12797;11924;9231;8118;7610;6095;4794;3968;4083;3786;2540;1776;1765;10335;10820;10050;8776;6387;5873;4430;3817;3667;2902;2338;1887;1964;1924;1302;880;870;10172;10472;9448;8361;6410;6051;4801;4301;3943;3193;2456;2081;2119;1862;1238;896;895
23010;10ª Região Limoeiro do Norte;1991;22699;23958;22521;19946;15004;14326;11274;9711;9239;7212;5895;4699;4829;4488;3149;2282;2089;11458;12048;11277;10298;7242;6839;5400;4538;4399;3451;2848;2179;2231;2172;1579;1177;1049;11241;11910;11244;9648;7762;7487;5874;5173;4840;3761;3047;2520;2598;2316;1570;1105;1040
23011;11ª Região Sobral;1991;66885;65142;61683;51745;38045;33207;25534;22402;21450;17353;15815;13141;12019;10925;6983;6016;5991;33732;33000;31175;26040;18067;15791;12075;10463;10012;8101;7158;5921;5757;5307;3408;2899;2899;33153;32142;30508;25705;19978;17416;13459;11939;11438;9252;8657;7220;6262;5618;3575;3117;3092
23012;12ª Região Acaraú;1991;24270;23186;21040;16773;11845;9955;7427;6824;6663;5497;4674;3592;3144;2825;1886;1391;1355;12317;11725;10619;8660;5809;4911;3637;3386;3270;2690;2373;1713;1619;1506;984;758;736;11953;11461;10421;8113;6036;5044;3790;3438;3393;2807;2301;1879;1525;1319;902;633;619
23013;13ª Região Tianguá;1991;32634;33283;30663;23874;16595;14633;12156;10518;9578;8000;7060;6342;5429;4662;3342;2568;2459;16502;16788;15553;12215;8171;7117;5976;5115;4657;3888;3240;2943;2635;2290;1658;1250;1160;16132;16495;15110;11659;8424;7516;6180;5403;4921;4112;3820;3399;2794;2372;1684;1318;1299
23014;14ª Região Tauá;1991;13603;13432;13995;11814;8468;6954;5430;4805;4894;4080;3688;2698;2394;2222;1427;1129;991;6960;6750;7133;5909;4010;3291;2526;2131;2361;2023;1847;1295;1170;1162;757;549;487;6643;6682;6862;5905;4458;3663;2904;2674;2533;2057;1841;1403;1224;1060;670;580;504
23015;15ª Região Crateús;1991;34554;35474;37127;30877;21405;18599;15321;13402;12483;9974;9446;7612;7296;6512;4347;3349;3192;17410;17987;18765;15656;10148;8728;7251;6338;5827;4684;4402;3480;3450;3178;2200;1690;1523;17144;17487;18362;15221;11257;9871;8070;7064;6656;5290;5044;4132;3846;3334;2147;1659;1669
23016;16ª Região Camocim;1991;18285;17733;16857;13810;9809;8144;6228;5735;5452;4712;3759;3190;2404;2188;1649;1304;1213;9208;8903;8513;7160;4974;3984;3030;2735;2720;2311;1805;1522;1163;1115;839;610;583;9077;8830;8344;6650;4835;4160;3198;3000;2732;2401;1954;1668;1241;1073;810;694;630
23017;17ª Região Icó;1991;20303;21894;20854;17629;12101;10969;9096;8337;7519;6533;6207;4698;4336;4043;2516;1918;1800;10220;11054;10625;8880;5679;5181;4177;3842;3483;3067;2925;2146;2066;2023;1304;932;932;10083;10840;10229;8749;6422;5788;4919;4495;4036;3466;3282;2552;2270;2020;1212;986;868
23018;18ª Região Iguatú;1991;34224;35682;34788;28510;20020;18539;15456;14036;13473;11314;10565;7854;6715;6751;4743;3404;2950;17311;17889;17413;14321;9436;8820;7176;6571;6382;5466;5082;3643;3215;3385;2410;1763;1491;16913;17793;17375;14189;10584;9719;8280;7465;7091;5848;5483;4211;3500;3366;2333;1641;1459
23019;19ª Região Brejo Santo;1991;24119;23781;23687;19607;14297;12011;9411;8320;7738;6680;6141;4891;4064;3834;2731;2001;1828;12256;12055;11972;9840;6820;5705;4327;3884;3567;3166;2856;2241;1895;1806;1365;966;879;11863;11726;11715;9767;7477;6306;5084;4436;4171;3514;3285;2650;2169;2028;1366;1035;949
23020;20ª Região Crato;1991;36064;34676;35042;29057;21782;18503;14826;13209;12454;11011;9805;7735;6420;5939;4362;3407;3039;18439;17441;17527;14171;9998;8631;6740;5899;5714;5133;4653;3447;2979;2766;2081;1594;1309;17625;17235;17515;14886;11784;9872;8086;7310;6740;5878;5152;4288;3441;3173;2281;1813;1730
23021;21ª Região Juazeiro do Norte;1991;38708;37985;38033;32261;24552;20757;16127;14589;13547;11354;10174;8384;6998;6507;4565;3467;3241;19388;19055;18796;15593;11268;9429;7263;6526;6108;5171;4510;3614;2906;2802;2031;1545;1364;19320;18930;19237;16668;13284;11328;8864;8063;7439;6183;5664;4770;4092;3705;2534;1922;1877
23022;22ª Região Cascavel;1991;23515;24542;23672;19924;15933;13483;10080;9058;8092;6681;6043;4981;4711;3909;2683;1970;1876;11827;12354;12062;10297;8147;6798;4938;4496;3950;3318;2980;2382;2363;1955;1410;1055;900;11688;12188;11610;9627;7786;6685;5142;4562;4142;3363;3063;2599;2348;1954;1273;915;976
24001;1ª Região de Saúde - São José de Mipibu;1991;38704;38815;35032;30391;23041;19688;14770;11985;11569;9814;8817;7270;6617;6384;4857;3644;3597;19619;19615;17803;16114;11934;9903;7432;5925;5578;4674;4192;3314;3108;3219;2490;1894;1737;19085;19200;17229;14277;11107;9785;7338;6060;5991;5140;4625;3956;3509;3165;2367;1750;1860
24002;2ª Região de Saúde - Mossoró;1991;42142;43092;41845;37691;34142;30829;23845;17906;16366;12269;10904;8259;7683;6727;4554;3288;3121;21302;21753;20930;18468;16582;14948;11326;8398;7734;5871;5125;3812;3644;3216;2301;1578;1489;20840;21339;20915;19223;17560;15881;12519;9508;8632;6398;5779;4447;4039;3511;2253;1710;1632
24003;3ª Região de Saúde - João Câmara;1991;36423;36449;32954;28008;22502;18937;14436;11408;11425;9592;8452;6484;6008;5933;4230;3294;2953;18306;18411;16741;14655;11601;9387;7202;5509;5566;4616;4140;3039;2946;2961;2208;1704;1495;18117;18038;16213;13353;10901;9550;7234;5899;5859;4976;4312;3445;3062;2972;2022;1590;1458
24004;4ª Região de Saúde - Caicó;1991;30226;32472;31333;27186;22899;21467;16347;13574;12718;9933;9360;6915;6985;6728;5067;3998;3947;15298;16403;15835;13846;11326;10353;7866;6306;5948;4725;4334;3064;3227;3201;2541;1967;1902;14928;16069;15498;13340;11573;11114;8481;7268;6770;5208;5026;3851;3758;3527;2526;2031;2045
24005;5ª Região de Saúde - Santa Cruz;1991;21361;21229;19530;16968;12866;10987;8574;6997;7018;5930;5329;4460;4122;4133;3120;2462;2224;10675;10795;10062;8809;6491;5447;4177;3315;3335;2827;2457;2019;1979;2049;1616;1276;1057;10686;10434;9468;8159;6375;5540;4397;3682;3683;3103;2872;2441;2143;2084;1504;1186;1167
24006;6ª Região de Saúde - Pau dos Ferros;1991;27845;30609;29923;25274;18748;16662;13505;11864;10914;8550;8094;5858;5733;5331;3997;2654;2642;14220;15381;14965;12686;8859;7789;6444;5461;5160;4058;3808;2736;2786;2664;2074;1337;1348;13625;15228;14958;12588;9889;8873;7061;6403;5754;4492;4286;3122;2947;2667;1923;1317;1294
24007;7ª Região de Saúde - Metropolitana;1991;89450;90801;87290;81974;80490;73217;59573;47024;40028;29663;24169;18041;16146;13818;9407;6846;6114;45246;45883;42528;37717;38035;33787;27803;21621;18052;13450;10815;7767;6894;6081;4258;2951;2446;44204;44918;44762;44257;42455;39430;31770;25403;21976;16213;13354;10274;9252;7737;5149;3895;3668
24008;8ª Região de Saúde - Açu;1991;14574;15465;14087;12190;10785;9867;7258;5209;5119;4090;3509;2791;2770;2733;1995;1616;1644;7387;7782;7151;6186;5441;4893;3625;2505;2434;1928;1695;1283;1349;1331;940;820;815;7187;7683;6936;6004;5344;4974;3633;2704;2685;2162;1814;1508;1421;1402;1055;796;829
25001;1ª Região Mata Atlântica;1991;98030;101379;101363;93418;85405;74085;59201;49285;41715;31968;28133;21176;19223;15987;11259;7653;6974;49435;51298;49952;44094;39935;34640;27541;22494;19321;14494;12508;9258;8169;7033;4950;3367;2809;48595;50081;51411;49324;45470;39445;31660;26791;22394;17474;15625;11918;11054;8954;6309;4286;4165
25002;2ª Região;1991;37170;39183;39176;33108;22443;17953;14001;12561;12225;10867;10468;8774;8359;8382;6373;4771;4083;18786;19818;19742;17163;10763;8634;6679;5822;5686;4965;4715;3893;3843;4026;3164;2434;1848;18384;19365;19434;15945;11680;9319;7322;6739;6539;5902;5753;4881;4516;4356;3209;2337;2235
25003;3ª Região;1991;22183;23685;23641;19788;13756;11104;9040;7637;7482;6626;6097;5089;5034;4872;4014;2854;2473;11121;11962;11826;10188;6650;5396;4282;3602;3468;3022;2740;2233;2257;2306;1964;1385;1133;11062;11723;11815;9600;7106;5708;4758;4035;4014;3604;3357;2856;2777;2566;2050;1469;1340
25004;4ª Região;1991;12523;12401;11604;9996;7143;6236;5043;4358;4134;3703;3395;2653;2654;2497;1986;1433;1396;6367;6256;5862;5079;3459;2997;2428;2024;1924;1791;1584;1257;1251;1223;998;696;698;6156;6145;5742;4917;3684;3239;2615;2334;2210;1912;1811;1396;1403;1274;988;737;698
25005;5ª Região;1991;12798;13672;13595;12316;8367;7406;5834;5233;5138;4162;4248;3455;3500;3305;2545;1995;1773;6453;6815;6920;6419;4098;3554;2791;2466;2424;1897;1938;1536;1562;1633;1279;999;789;6345;6857;6675;5897;4269;3852;3043;2767;2714;2265;2310;1919;1938;1672;1266;996;984
25006;6ª Região;1991;24504;26508;26187;22753;16355;14542;11097;10099;9082;7373;6927;5265;5211;4637;3474;2795;2317;12257;13361;13140;11239;7623;6696;5128;4630;4082;3380;3137;2303;2378;2178;1695;1365;1100;12247;13147;13047;11514;8732;7846;5969;5469;5000;3993;3790;2962;2833;2459;1779;1430;1217
25007;7ª Região;1991;19620;20985;21518;18282;12121;9803;7884;7365;6645;5456;4901;3875;3208;3135;2298;1851;1352;9853;10637;10791;9165;5775;4675;3678;3352;3065;2490;2209;1710;1490;1533;1193;958;695;9767;10348;10727;9117;6346;5128;4206;4013;3580;2966;2692;2165;1718;1602;1105;893;657
25008;8ª Região;1991;12422;12945;12920;11710;8751;8059;5869;5145;4624;3647;3319;2302;2313;2138;1694;1236;1160;6399;6686;6448;5854;4313;3911;2790;2376;2173;1687;1580;1058;1091;1020;872;656;613;6023;6259;6472;5856;4438;4148;3079;2769;2451;1960;1739;1244;1222;1118;822;580;547
25009;9ª Região;1991;18218;19992;20239;16959;11588;10000;8215;8059;7364;6403;5694;4522;3967;3803;2540;2054;1716;9142;10137;10197;8440;5299;4607;3766;3621;3462;2900;2668;2024;1881;1862;1300;1028;875;9076;9855;10042;8519;6289;5393;4449;4438;3902;3503;3026;2498;2086;1941;1240;1026;841
25010;10ª Região;1991;11551;13649;13975;12303;8721;7684;6060;5653;5115;4131;3978;2828;2507;2548;1801;1279;1110;5867;6883;7107;6080;4076;3578;2783;2595;2264;1919;1818;1327;1216;1224;914;646;573;5684;6766;6868;6223;4645;4106;3277;3058;2851;2212;2160;1501;1291;1324;887;633;537
25011;11ª Região;1991;11307;10954;11129;9155;5954;4930;3728;3557;3160;2835;2380;1885;1686;1539;1120;905;676;5719;5609;5546;4470;2805;2395;1736;1623;1480;1295;1120;827;797;762;541;454;320;5588;5345;5583;4685;3149;2535;1992;1934;1680;1540;1260;1058;889;777;579;451;356
25012;12ª Região;1991;20993;21417;21550;18440;13462;10612;8324;7294;6911;5979;5716;4534;4435;4281;3481;2455;2153;10679;10791;11032;9460;6728;5322;4070;3490;3236;2747;2602;2001;1970;2069;1713;1228;1032;10314;10626;10518;8980;6734;5290;4254;3804;3675;3232;3114;2533;2465;2212;1768;1227;1121
25013;13ª Região;1991;6415;7287;7221;6411;4641;3956;3178;2979;2717;2162;2155;1646;1501;1463;988;830;721;3225;3632;3620;3158;2097;1839;1463;1339;1217;974;958;768;720;695;503;438;368;3190;3655;3601;3253;2544;2117;1715;1640;1500;1188;1197;878;781;768;485;392;353
25014;14ª Região;1991;15977;15911;15341;13506;10001;8110;6103;5625;5131;4303;4046;3301;3363;3122;2337;1533;1431;8162;8124;7770;7123;5050;4091;3049;2786;2418;1990;1868;1487;1553;1471;1165;797;702;7815;7787;7571;6383;4951;4019;3054;2839;2713;2313;2178;1814;1810;1651;1172;736;729
25015;15ª Região;1991;18840;18488;16988;15220;10819;8817;7010;6052;5795;5031;4397;3556;3655;3453;2914;1985;1800;9344;9295;8515;7870;5291;4376;3380;2824;2770;2370;2039;1597;1697;1707;1437;1061;859;9496;9193;8473;7350;5528;4441;3630;3228;3025;2661;2358;1959;1958;1746;1477;924;941
25016;16ª Região;1991;51022;53762;51466;47616;39889;34912;27821;23486;20862;16451;14690;11650;10900;9945;7367;5378;4800;25651;27221;25497;22743;18806;16192;12939;10624;9588;7274;6522;4977;4560;4496;3422;2483;1993;25371;26541;25969;24873;21083;18720;14882;12862;11274;9177;8168;6673;6340;5449;3945;2895;2807
26001;Afogados da Ingazeira;1991;21697;22327;22111;18754;12833;11305;8959;8607;7888;6612;5948;4910;4588;4192;3127;2465;1994;11019;11244;11263;9459;6102;5426;4214;3925;3678;3062;2624;2178;2191;1991;1521;1236;961;10678;11083;10848;9295;6731;5879;4745;4682;4210;3550;3324;2732;2397;2201;1606;1229;1033
26002;Arcoverde;1991;41943;42486;40130;34335;25310;21435;16840;14918;13860;11688;10153;7903;7059;6807;5109;3672;3056;20930;21314;19885;16895;12143;10170;8036;6893;6509;5503;4623;3486;3293;3307;2524;1801;1418;21013;21172;20245;17440;13167;11265;8804;8025;7351;6185;5530;4417;3766;3500;2585;1871;1638
26003;Caruaru;1991;115141;118937;115971;105721;80873;69127;55525;48180;44451;38213;35969;29257;28129;25077;18489;12565;11241;57913;59357;57754;52543;38458;32687;26450;22362;20768;17565;16733;13158;12930;12131;9114;6121;5062;57228;59580;58217;53178;42415;36440;29075;25818;23683;20648;19236;16099;15199;12946;9375;6444;6179
26004;Garanhuns;1991;60226;62365;60028;50315;35838;30071;24389;22785;21003;18059;15966;13001;11734;11253;8443;6546;5663;30195;31090;29738;24938;17046;14292;11406;10427;9818;8447;7232;5597;5232;5180;4042;3169;2512;30031;31275;30290;25377;18792;15779;12983;12358;11185;9612;8734;7404;6502;6073;4401;3377;3151
26005;Goiana;1991;34937;38217;38469;31937;24397;19982;15719;14138;12241;9982;9747;7393;6925;5441;4274;2779;2451;17760;19388;19343;16255;11966;9806;7569;6607;6040;4849;4588;3487;3370;2713;2128;1437;1115;17177;18829;19126;15682;12431;10176;8150;7531;6201;5133;5159;3906;3555;2728;2146;1342;1336
26006;Limoeiro;1991;58880;64912;65903;58099;41882;34249;27407;24840;21838;18232;16943;13721;12964;10618;8316;5364;5114;29426;32648;32997;29016;20036;16308;12978;11473;10313;8524;7989;6220;6151;5254;3985;2619;2314;29454;32264;32906;29083;21846;17941;14429;13367;11525;9708;8954;7501;6813;5364;4331;2745;2800
26007;Ouricuri;1991;39644;38227;37490;31831;23097;18666;14284;11998;11711;10062;8672;6265;5216;4893;3716;2863;2526;19917;19420;18667;15869;11189;9039;6764;5656;5570;4825;4124;2874;2471;2407;1827;1364;1143;19727;18807;18823;15962;11908;9627;7520;6342;6141;5237;4548;3391;2745;2486;1889;1499;1383
26008;Palmares;1991;67415;72184;69108;59005;43981;35247;27598;23074;21139;17442;17273;12932;11947;9175;6676;4226;3576;33923;36510;34900;30242;21813;17074;13377;10765;10213;8495;8444;6233;6279;4906;3571;2206;1703;33492;35674;34208;28763;22168;18173;14221;12309;10926;8947;8829;6699;5668;4269;3105;2020;1873
26009;Petrolina;1991;35612;35325;34846;32524;26023;21998;17122;13178;12072;9432;7452;5279;4332;3745;2639;1973;1861;18051;17745;17471;15870;12622;10773;8208;6228;5974;4647;3690;2500;2004;1764;1196;913;804;17561;17580;17375;16654;13401;11225;8914;6950;6098;4785;3762;2779;2328;1981;1443;1060;1057
26010;Recife;1991;328941;351784;359422;344332;310864;277838;235751;197227;164994;124628;109053;82104;74180;57089;38713;23926;22123;166607;178539;180173;167703;148750;129765;109924;89334;75538;56445;48560;35960;31673;24831;16464;9761;7693;162334;173245;179249;176629;162114;148073;125827;107893;89456;68183;60493;46144;42507;32258;22249;14165;14430
26011;Salgueiro;1991;17814;17410;16812;14521;11124;9139;7064;5947;5349;4442;3777;2911;2591;2482;1811;1388;1321;8991;8793;8513;7216;5386;4446;3371;2784;2501;2043;1708;1303;1145;1180;837;650;586;8823;8617;8299;7305;5738;4693;3693;3163;2848;2399;2069;1608;1446;1302;974;738;735
26012;Serra Talhada;1991;27264;27536;27751;23893;17003;13969;10914;9922;9170;7966;7084;5431;4908;4916;3669;2848;2284;13658;13972;13943;11912;8222;6661;5213;4589;4126;3663;3232;2378;2263;2313;1809;1361;1025;13606;13564;13808;11981;8781;7308;5701;5333;5044;4303;3852;3053;2645;2603;1860;1487;1259
27001;1ª Região de Saúde;1991;91753;95542;94983;93560;85003;72392;59374;49420;39604;29184;23341;17831;16375;11687;8099;5329;5263;46495;47870;46871;44072;39541;33932;27862;23023;18897;13768;10714;7818;6965;5089;3500;2229;2029;45258;47672;48112;49488;45462;38460;31512;26397;20707;15416;12627;10013;9410;6598;4599;3100;3234
27002;2ª Região de Saúde;1991;18959;20166;19750;16023;11889;9012;7473;6467;5435;4305;3791;3019;2876;2137;1431;980;909;9547;10234;10063;8327;6156;4611;3780;3291;2767;2238;1995;1555;1501;1219;823;555;500;9412;9932;9687;7696;5733;4401;3693;3176;2668;2067;1796;1464;1375;918;608;425;409
27003;3ª Região de Saúde;1991;29864;31468;30119;25081;18603;14266;12089;10373;9189;7373;6551;4894;4451;3631;3019;2115;1563;14953;15961;15315;12848;9281;7038;6013;4925;4636;3642;3295;2338;2272;1883;1600;1174;772;14911;15507;14804;12233;9322;7228;6076;5448;4553;3731;3256;2556;2179;1748;1419;941;791
27004;4ª Região de Saúde;1991;18215;19832;18711;15857;11570;8962;7162;6710;5895;4472;3854;3129;2912;2472;1816;1239;1128;9139;9967;9476;8116;5774;4416;3496;3221;2959;2178;1847;1455;1368;1260;957;652;559;9076;9865;9235;7741;5796;4546;3666;3489;2936;2294;2007;1674;1544;1212;859;587;569
27005;5ª Região de Saúde;1991;26669;28677;26400;21569;16894;13258;10862;9665;7706;6020;4863;3561;2980;2341;1639;1125;1085;13524;14459;13124;10863;8472;6424;5442;4852;4040;3098;2514;1654;1469;1194;838;571;510;13145;14218;13276;10706;8422;6834;5420;4813;3666;2922;2349;1907;1511;1147;801;554;575
27006;6ª Região de Saúde;1991;23343;24333;22461;18847;14473;11844;9754;8081;6846;5317;4728;4095;3588;2751;2060;1561;1474;11709;12231;11164;9534;7118;5913;4845;3976;3393;2552;2253;1839;1660;1310;952;782;653;11634;12102;11297;9313;7355;5931;4909;4105;3453;2765;2475;2256;1928;1441;1108;779;821
27007;7ª Região de Saúde;1991;55748;56816;53685;45738;36027;29490;22832;20590;17714;14803;11734;9581;7628;6373;4692;3412;2987;27855;28450;26313;22212;17306;14150;10864;9632;8748;7227;5620;4352;3525;3045;2323;1696;1418;27893;28366;27372;23526;18721;15340;11968;10958;8966;7576;6114;5229;4103;3328;2369;1716;1569
27008;8ª Região de Saúde;1991;19917;21499;21222;18094;13325;10495;8502;7700;7177;6042;4963;3913;3274;3101;2309;1822;1652;9964;10833;10492;8796;6281;4926;3976;3528;3407;2871;2367;1665;1440;1483;1068;884;769;9953;10666;10730;9298;7044;5569;4526;4172;3770;3171;2596;2248;1834;1618;1241;938;883
27009;9ª Região de Saúde;1991;30992;28658;26658;22410;16613;13227;9718;8708;7748;6985;5466;4673;3800;3556;2932;2428;1942;15410;14272;13082;11160;8150;6453;4632;4087;3704;3380;2601;2073;1681;1704;1425;1230;886;15582;14386;13576;11250;8463;6774;5086;4621;4044;3605;2865;2600;2119;1852;1507;1198;1056
27010;10ª Região de Saúde;1991;19330;18948;17547;14839;10803;8823;6598;6259;5656;4937;3814;3039;2449;2400;1833;1385;1252;9513;9477;8777;7338;5209;4325;3135;2998;2773;2445;1788;1355;1066;1181;908;693;551;9817;9471;8770;7501;5594;4498;3463;3261;2883;2492;2026;1684;1383;1219;925;692;701
28001;Aracaju;1991;58628;62892;63130;58953;55078;47014;38221;30946;25048;18777;14699;11354;9624;7866;5347;3860;4016;29888;31609;31202;27347;25922;21619;17917;14362;11860;8837;6749;4863;3931;3268;2226;1584;1489;28740;31283;31928;31606;29156;25395;20304;16584;13188;9940;7950;6491;5693;4598;3121;2276;2527
28002;Estância;1991;26085;27161;25146;20860;16424;13513;10621;8858;7521;6097;4999;4397;3560;3037;2161;1584;1812;13345;13766;12717;10724;8328;6718;5228;4369;3711;2944;2419;1988;1665;1482;1063;772;834;12740;13395;12429;10136;8096;6795;5393;4489;3810;3153;2580;2409;1895;1555;1098;812;978
28003;Itabaiana;1991;22676;23524;23331;20535;16732;13211;10600;9230;8098;6617;5147;4575;3979;3475;2752;2054;2216;11594;11910;11627;10430;8413;6585;5179;4494;4027;3212;2383;2046;1823;1685;1325;1032;1024;11082;11614;11704;10105;8319;6626;5421;4736;4071;3405;2764;2529;2156;1790;1427;1022;1192
28004;Lagarto;1991;25054;25500;25157;22071;17575;14146;10999;9696;8580;7430;6108;5184;4518;3971;2981;2107;2215;12531;12993;12716;11119;8728;6841;5302;4651;4111;3613;2867;2359;2093;1855;1463;1032;1011;12523;12507;12441;10952;8847;7305;5697;5045;4469;3817;3241;2825;2425;2116;1518;1075;1204
28005;Nossa Senhora da Glória;1991;16636;16336;15429;13372;10397;8045;6140;5271;4802;3885;3035;2366;1863;1983;1417;1128;958;8404;8223;7773;6761;5264;4056;3085;2572;2418;1952;1564;1082;902;1023;719;608;462;8232;8113;7656;6611;5133;3989;3055;2699;2384;1933;1471;1284;961;960;698;520;496
28006;Nossa Senhora do Socorro;1991;25218;25795;24229;19641;16966;15175;11909;9443;7530;5638;4388;3626;3032;2453;1813;1328;1441;12662;13137;12197;9973;8319;7381;5844;4671;3719;2729;2130;1688;1391;1181;901;664;683;12556;12658;12032;9668;8647;7794;6065;4772;3811;2909;2258;1938;1641;1272;912;664;758
28007;Propriá;1991;17934;17775;16811;13988;10906;9290;7161;6004;5228;4429;4094;3604;2985;2478;1888;1557;1723;9008;8849;8583;7228;5563;4682;3632;2893;2511;2116;1940;1639;1344;1138;902;730;789;8926;8926;8228;6760;5343;4608;3529;3111;2717;2313;2154;1965;1641;1340;986;827;934
29001;Alagoinhas;1991;49668;56197;55927;45030;34600;28071;22755;19413;17505;14557;12536;10323;9028;8140;6073;4853;4685;25339;28296;28211;23017;17047;13656;11126;9266;8405;6863;5907;4747;4230;3950;2924;2202;1979;24329;27901;27716;22013;17553;14415;11629;10147;9100;7694;6629;5576;4798;4190;3149;2651;2706
29002;Barreiras;1991;37914;42793;38697;30809;23487;20665;16623;13528;11540;9348;7788;6110;5111;3963;2940;2197;1800;19276;21730;19571;16003;12101;10631;8520;6964;5977;4805;3957;2950;2519;2007;1468;1062;827;18638;21063;19126;14806;11386;10034;8103;6564;5563;4543;3831;3160;2592;1956;1472;1135;973
29003;Brumado;1991;42661;48006;46540;38558;30979;24501;20787;17301;15956;13995;11340;9550;8206;7326;6123;4521;4815;21635;24395;23325;19241;15152;11972;10417;8335;7791;6929;5553;4356;3868;3440;2803;2085;1966;21026;23611;23215;19317;15827;12529;10370;8966;8165;7066;5787;5194;4338;3886;3320;2436;2849
29004;Camaçari;1991;36615;41906;40784;31850;27968;24236;20683;16589;12886;8880;6842;5360;4148;3008;2024;1386;1429;18518;21291;20686;15790;14076;12084;10248;8351;6819;4539;3468;2618;1964;1411;919;646;567;18097;20615;20098;16060;13892;12152;10435;8238;6067;4341;3374;2742;2184;1597;1105;740;862
29005;Cruz das Almas;1991;25082;30691;30026;25046;18318;14305;12076;9997;8805;7469;6757;6018;5445;4714;3377;2566;2624;12756;15632;15175;12757;9050;6858;5748;4576;4118;3369;2946;2534;2284;2140;1371;1104;1034;12326;15059;14851;12289;9268;7447;6328;5421;4687;4100;3811;3484;3161;2574;2006;1462;1590
29006;Feira de Santana;1991;110785;127211;127953;108769;86200;68269;57206;46937;42137;34752;28555;23191;19826;16450;12148;8404;8699;55856;64449;64141;53471;41329;32380;26961;21967;19798;16355;13458;10371;9155;7671;5665;3844;3445;54929;62762;63812;55298;44871;35889;30245;24970;22339;18397;15097;12820;10671;8779;6483;4560;5254
29007;Guanambi;1991;51055;54079;51124;43531;36122;28816;23366;19467;17275;14330;12069;9658;8264;7190;5310;4128;4346;25929;27317;25753;21741;18131;14652;11736;9586;8749;7340;5946;4619;4024;3528;2441;1911;1830;25126;26762;25371;21790;17991;14164;11630;9881;8526;6990;6123;5039;4240;3662;2869;2217;2516
29008;Ibotirama;1991;22798;25089;22532;17220;11504;9653;8418;6988;6558;5924;4929;4179;3679;3153;2587;1876;1779;11600;12682;11403;9175;5930;4954;4330;3510;3336;2957;2478;1872;1773;1551;1246;909;791;11198;12407;11129;8045;5574;4699;4088;3478;3222;2967;2451;2307;1906;1602;1341;967;988
29009;Ilhéus;1991;48960;55879;53403;41899;33731;29179;25318;19685;17262;13014;11717;8695;7479;5115;3564;2563;2348;24616;28861;27261;21727;17099;14656;12801;9807;8863;6635;6247;4610;4003;2738;1954;1334;1116;24344;27018;26142;20172;16632;14523;12517;9878;8399;6379;5470;4085;3476;2377;1610;1229;1232
29010;Irecê;1991;47998;53022;50991;43034;31722;25934;21534;17249;15717;13120;10352;7969;6702;5544;4376;3104;2763;24136;26781;25949;21956;16045;12884;10914;8592;8002;6651;5179;3792;3257;2810;2252;1532;1346;23862;26241;25042;21078;15677;13050;10620;8657;7715;6469;5173;4177;3445;2734;2124;1572;1417
29011;Itaberaba;1991;32078;35697;34538;27296;18704;14767;12684;10636;10141;8549;7274;5997;5346;4998;3946;2807;2630;16203;18088;17532;14196;9257;7060;6184;5175;4923;4179;3487;2667;2442;2486;1944;1388;1144;15875;17609;17006;13100;9447;7707;6500;5461;5218;4370;3787;3330;2904;2512;2002;1419;1486
29012;Itabuna;1991;69953;79158;79291;62969;47553;40066;35688;28903;24720;19502;17175;14072;12209;9032;6455;4820;4564;35270;40045;39728;31570;23292;19299;17431;14155;12276;9580;8640;7007;6203;4675;3394;2513;2203;34683;39113;39563;31399;24261;20767;18257;14748;12444;9922;8535;7065;6006;4357;3061;2307;2361
29013;Itapetinga;1991;25570;29717;30190;24698;17927;14740;12481;10550;9829;8542;7734;6081;5408;3984;3015;2366;2215;12921;15184;15408;12734;9001;7421;6237;5049;4805;4128;3833;3008;2791;2088;1606;1228;1089;12649;14533;14782;11964;8926;7319;6244;5501;5024;4414;3901;3073;2617;1896;1409;1138;1126
